Name	Set	ImageFile	Variety	Rarity	Type	Color	Lv	Grow Cost	Cost	Limit	Power	Restriction	[Guard]	Script	Burst	Text
Tamayorihime, Dawn Miko	Served Selector	WX01-002,white	LRIG	LR	Tama	W	4	2W2R		10						{Constant} As long as you have a white SIGNI and a red SIGNI on your side of the field, all your SIGNI get +3000 Power. || {On-Play} Send one of your opponent's SIGNI with a power of 10000 or less to the trash. || {Action} (WWR, Down) Send one of your opponent's SIGNI to the trash.
Hanayo-Four, Hundred Fire Profusion	Served Selector	WX01-003,white	LRIG	LR	Hanayo	R	4	3R		11						{Action} (R, Discard a red SIGNI from your hand) Banish one of your opponent's SIGNI with a power of 10000 or less.
Hanayo-Two Remodeled, Roaring Flame	Served Selector	WX01-004,white	LRIG	LR	Hanayo	R	2	2R		6						{Constant} Your Grow Phase is skipped. || {Constant} During your turn, all your SIGNI get +5000 power. || {Action} (RRR) During this turn, your opponent may not [Guard] with SIGNI level 2 or lower.
Code Piruluk: Omega	Served Selector	WX01-005,white	LRIG	LR	Piruluk	U	4	3U		11						{Action} (Discard a blue SIGNI from your hand) Choose a card from your opponent's hand at random and discard it.
Midoriko, War Empress Type Four	Served Selector	WX01-006,white	LRIG	LR	Midoriko	G	4	3G		11						{Action} (Discard a green SIGNI from your hand) Until the end of the turn, one of your SIGNI gets +10000 power.
Tamayorihime, Lunar Eclipse Miko	Served Selector	WX01-007,white	LRIG	LC	Tama	W	3	2W		7				<s><l>Search deck</l><f>/vp1pt40</f></s>		{On-Play} (W) Search your deck for one SIGNI level 2 or below, reveal it, and add it to your hand. Your deck is then shuffled.
Tamayorihime, Shooting Star Miko	Served Selector	WX01-008,white	LRIG	LC	Tama	W	2	1W		4						{Constant} All of your white SIGNI get +1000 power.
Tamayorihime, Nova Miko	Served Selector	WX01-009,white	LRIG	LC	Tama	W	1	0W		1						{On-Play} (Discard a card from your hand) Draw a card.
Xenogate	Served Selector	WX01-010,white	ARTS	LC		W			1W					<s><l>Search deck</l><f>/vp1pt40</f></s>		[Timing: Main Phase] Search your deck for one white SIGNI, reveal it, and add it to your hand. Your deck is then shuffled.
Hanayo-Three, Blazing Flame Dance	Served Selector	WX01-011,white	LRIG	LC	Hanayo	R	3	2R		7						{On-Play} (R) Banish one of your opponent's SIGNI with a power of 7000 or less.
Hanayo-Two, Hard Flame	Served Selector	WX01-012,white	LRIG	LC	Hanayo	R	2	1R		4						{Constant} All of your red SIGNI gain +1000 power.
Hanayo-One, The Flame	Served Selector	WX01-013,white	LRIG	LC	Hanayo	R	1	0R		1						{On-Play} (Discard a card from your hand) Draw a card.
Dominating Fury	Served Selector	WX01-014,white	ARTS	LC		R			3R							[Timing: Main Phase; Attack Phase] Banish one of your opponent's SIGNI with a power of 10000 or less.
Code Piruluk: Gamma	Served Selector	WX01-015,white	LRIG	LC	Piruluk	U	3	2U		7						{On-Play} (U) Your opponent discards a card from their hand.
Code Piruluk: Beta	Served Selector	WX01-016,white	LRIG	LC	Piruluk	U	2	1U		4						{Constant} All of your blue SIGNI get +1000 power.
Code Piruluk: Alpha	Served Selector	WX01-017,white	LRIG	LC	Piruluk	U	1	0U		1						{On-Play} (Discard a card from your hand) Draw a card.
Anti-Spell	Served Selector	WX01-018,white	ARTS	LC		U			1U1C							[Timing: Spell Cut-In] Negate the effect of one Spell.
Midoriko, Shining Empress Girl Type Four	Served Selector	WX01-019,white	LRIG	LC	Midoriko	G	4	3G		11						{Constant} All of your SIGNI get +1000 power.
Midoriko, Feminine Girl Type Three	Served Selector	WX01-020,white	LRIG	LC	Midoriko	G	3	2G		7						{On-Play} Move the top card of your deck to your Ener Zone.
Midoriko, Bridal Combat Girl Type Two	Served Selector	WX01-021,white	LRIG	LC	Midoriko	G	2	1G		4						{Constant} All of your green SIGNI get +1000 power.
Midoriko, Dancing Combat Girl Type One	Served Selector	WX01-022,white	LRIG	LC	Midoriko	G	1	0G		1						{On-Play} (Discard a card from your hand) Draw a card.
Big Bang	Served Selector	WX01-023,white	ARTS	LC		G			5G7C							[Timing: Main Phase] All cards in your opponent's Ener Zone, as well as all of their SIGNI, are sent to the trash.
Giant	Served Selector	WX01-024,white	ARTS	LC		G			0G			Midoriko Only				[Timing: Main Phase; Attack Phase; Spell Cut-In] Until the end of this turn, one SIGNI gets +5000 power.
Salvage	Served Selector	WX01-025,white	ARTS	LC		C			1C					<s><l>Search trash</l><f>/vp2at40</f></s>		[Timing: Main Phase] From your trash, add one SIGNI with the same color as your LRIG to your hand.
Charging	Served Selector	WX01-026,white	ARTS	LC		C			0C							[Timing: Main Phase] Move the top card of your deck to your Ener Zone.
Energe, Original Spear	Served Selector	WX01-027	SIGNI	SR	War Spirit: Arm	W	4				12000	Tama Only		<s><l>Search deck</l><f>/vp1pt40</f></s>	Search your deck for one white card, show it to your opponent, and add it to your hand. Your deck is then shuffled.	{Constant} All cards in your Ener Zone gain [Multi-Ener]. || {On-Play} (W) Move one of your SIGNI to the Up position. || {Action} (WW) During this turn, any of your opponent's SIGNI that would be banished are sent to the trash instead.
Arc Aura	Served Selector	WX01-028	Spell	SR		W			5W			Tama Only			Your opponent's LRIG and all of their SIGNI are moved to the Down position.	"Until the end of this turn, your LRIG gains: ""When this LRIG attacks, you may move one of your SIGNI to the trash. If you do, move this LRIG to the Up position. It may then attack again."""
Adamasphere, Natural Pyroxene	Served Selector	WX01-029	SIGNI	SR	Nature Spirit: Gem	R	4				12000	Hanayo Only			Banish one of your opponent's SIGNI with a power of 10000 or less.	{Constant} When one of your red SIGNI attacks, that SIGNI gets +2000 power until the end of the turn. || {On-Play} (R) Banish one of your opponent's SIGNI with a power of 7000 or less. || {Action} (RR) Until the end of this turn, this SIGNI gains [Double Crush].
Fires of Atonement	Served Selector	WX01-030	Spell	SR		R			3R			Hanayo Only			Send one of your Life Cloth to the trash. If you do, crush one of your opponent's Life Cloth.	Banish one of your opponent's SIGNI with a power of 12000 or less. Until the end of this turn, your LRIG gains [Double Crush].
Code Heart V-A-C	Served Selector	WX01-031	SIGNI	SR	Machine Spirit: Electric Machine	U	4				12000	Piruluk Only		<s><l>Search trash</l><f>/vp2at40</f></s>	Your opponent discards a card.	{Constant} Any blue Spell you use has it's cost reduced by 1C. || {On-Play} (U) Your opponent discards a card from their hand. || {Action} (UU) Add one Spell card from your trash to your hand.
SNATCHER	Served Selector	WX01-032	Spell	SR		U			2U1C			Piruluk Only			Choose one card from your opponent's hand at random and discard it.	Your opponent discards two cards from their hand. If they have zero cards in their hand after this, draw a card.
Osaki, Phantom Beast Deity	Served Selector	WX01-033	SIGNI	SR	Living Spirit: Earth Beast	G	4				12000	Midoriko Only		<s><l>Search trash</l><f>/vp2at40</f></s>	Ener Charge 2	{Constant} When you use a green Spell, move the top card of your deck to your Ener Zone. || {On-Play} (G) Add one card from your Ener Zone to your hand. || {Action} (GG) Return all green cards from your trash to your deck. Your deck is then shuffled.
Repair	Served Selector	WX01-034	Spell	SR		G			3G			Midoriko Only			Add the top card of your deck to your Life Cloth.	Add the top card of your deck to your Life Cloth. If afterward, you have 10 or more cards in your Ener Zone, you may add an additional card from the top of your deck to your Life Cloth.
Athena, Goddess of Blessing	Served Selector	WX01-035	SIGNI	R	Image Spirit: Angel	W	4				10000	Tama Only				{Action} (W, Down) Return one of your opponent's SIGNI to their hand.
Catapaul, Large Bow	Served Selector	WX01-036	SIGNI	R	War Spirit: Arm	W	3				8000	Tama Only		<s><l>Look at top card</l><f>/vp1pt1</f></s><s><l>Search deck</l><f>/vp1pt40</f></s>	Search your deck for one level 4 white SIGNI, reveal it, and add it to your hand. Your deck is then shuffled.	{On-Play} Look at the top card of your deck. If that card is a SIGNI level 2 or lower, and you have no other SIGNI on your side of the field, you may play it to the field.
Valkyrie, Unforgettable Fantasy	Served Selector	WX01-037	SIGNI	R	Image Spirit: Angel	W	3				7000	Tama Only		<s><l>Search deck</l><f>/vp1pt40</f></s>		"{Action} (Down) Search your deck for one level 3 or lower SIGNI other than ""Valkyrie, Unforgettable Fantasy,"" reveal it, and add it to your hand. Your deck is then shuffled."
Get Dantalian	Served Selector	WX01-038	Spell	R		W			1W1R			Tama Only		<s><l>Search deck</l><f>/vp1pt40</f></s>		Search your deck for one white SIGNI and one red SIGNI, reveal them, and add them to your hand. Your deck is then shuffled.
Cannon,Ballista	Served Selector	WX01-039	SIGNI	R	War Spirit: Weapon	R	4				10000	Hanayo Only				{Action} (R, Down) Banish one of your opponent's SIGNI with a power of 10000 or less.
Orichalcum, Natural Stone	Served Selector	WX01-040	SIGNI	R	Nature Spirit: Ore	R	3				8000	Hanayo Only			Banish one of your opponent's SIGNI with a power of 5000 or less.	{On-Play} Banish one of your opponent's SIGNI with a power of 3000 or less.
Ordnance, Roaring Gun	Served Selector	WX01-041	SIGNI	R	War Spirit: Weapon	R	3				7000	Hanayo Only				{Action} (Down) Banish one of your opponent's SIGNI with a power of 7000 or less.
Fissure of Condemnation	Served Selector	WX01-042	Spell	R		R			3R			Hanayo Only				Crush one of your opponent's Life Cloth.
Araial, Water Phantom	Served Selector	WX01-043	SIGNI	R	Living Spirit: Water Beast	U	4				10000	Piruluk Only				{Action} (U, Down) Draw two cards.
Code Art P-Z-L	Served Selector	WX01-044	SIGNI	R	Machine Spirit: Electric Machine	U	3				8000	Piruluk Only			Discard a card. Your opponent then discards a card from their hand.	{On-Play} Freeze one of your opponent's SIGNI level 3 or under. (That SIGNI cannot Up during the next Up Phase.)
Sharklance, Water Phantom	Served Selector	WX01-045	SIGNI	R	Living Spirit: Water Beast	U	3				7000	Piruluk Only				{Action} (Down) Draw a card.
BAD CONDITION	Served Selector	WX01-046	Spell	R		U			1U			Piruluk Only				You may only use this card when your opponent has zero cards in their hand. Banish one of your opponent's SIGNI.
Mandore, Natural Plant	Served Selector	WX01-047	SIGNI	R	Nature Spirit: Plant	G	4				10000	Midoriko Only				{Action} (Down) Move one card from your Ener Zone to your hand.
Bigtatt, Phantom Beast	Served Selector	WX01-048	SIGNI	R	Living Spirit: Earth Beast	G	3				8000	Midoriko Only			Ener Charge 1	{On-Play} Until the end of this turn, all of your SIGNI get +2000 power.
Baromet, Natural Plant	Served Selector	WX01-049	SIGNI	R	Nature Spirit: Plant	G	3				7000	Midoriko Only				{Action} (Down) Move the top card of your deck to your Ener Zone.
Enlarge	Served Selector	WX01-050	Spell	R		G			1G			Midoriko Only				Until the end of this turn, all of your SIGNI get +5000 Power.
Servant Q	Served Selector	WX01-051	SIGNI	R	Origin Spirit	C	4				12000		Yes		Ener Charge 1	[Guard]: Discard this card to negate a LRIG's attack once. || {Constant} [Multi-Ener]: When paying a cost, this card may count as any color.
Encompassing Knowledge	Served Selector	WX01-052	Spell	R		C			2C						Ener Charge 1	Draw two cards.
God Eater, Ultimate Sword	Served Selector	WX01-053	SIGNI	C	War Spirit: Arm	W	4				15000					
Aegis, Titanic Shield	Served Selector	WX01-054	SIGNI	C	War Spirit: Arm	W	4				12000					{Constant} During your opponent's turn, this SIGNI's power is 18000.
Riot, Large Shield	Served Selector	WX01-055	SIGNI	C	War Spirit: Arm	W	3				8000					{Constant} During your opponent's turn, this SIGNI's power is 12000.
Square, Medium Shield	Served Selector	WX01-056	SIGNI	C	War Spirit: Arm	W	2				5000					{Constant} During your opponent's turn, this SIGNI's power is 8000.
Sephiram, Shooting Bow	Served Selector	WX01-057	SIGNI	C	War Spirit: Arm	W	2				5000	Tama Only		<s><l>Look at top card</l><f>/vp1pt1</f></s>	Draw a card.	{On-Play} Look at the top card of your deck. If that card is a level 2 or lower SIGNI, and you have no other SIGNI on your side of the field, you may play it to the field.
Michael, Voice of Reconciliation	Served Selector	WX01-058	SIGNI	C	Image Spirit: Angel	W	2				3000			<s><l>Search deck</l><f>/vp1pt40</f></s>		{Action} (Discard a card, Down) Search your deck for one white SIGNI level 3 or higher, reveal it, and add it to your hand. Your deck is then shuffled.
Bow, Shooting Bow	Served Selector	WX01-059	SIGNI	C	War Spirit: Arm	W	1				2000	Tama Only		<s><l>Look at top card</l><f>/vp1pt1</f></s>	Draw a card.	{On-Play} Look at the top card of your deck. If it is a level 1 SIGNI and you have no other SIGNI on your side of the field, you may play it to the field.
Round, Small Shield	Served Selector	WX01-060	SIGNI	C	War Spirit: Arm	W	1				2000					{Constant} During your opponent's turn, this SIGNI's power is 5000.
Haniel, Thoughts of Seeking	Served Selector	WX01-061	SIGNI	C	Image Spirit: Angel	W	1				1000			<s><l>Search deck</l><f>/vp1pt40</f></s>		{Action} (Discard a card, Down) Search your deck for one white SIGNI level 2 or below, reveal it, and add it to your hand. Your deck is then shuffled.
Get Open	Served Selector	WX01-062	Spell	C		W			1W					<s><l>Look at top 5</l><f>/vp1pt5</f></s>		Look at the top 5 cards of your deck. Send as many as you like to the trash, then return the remaining cards in any order.
Get Ready	Served Selector	WX01-063	Spell	C		W			1W					<s><l>Search deck</l><f>/vp1pt40</f></s>	Search your deck for one SIGNI, reveal it, and add it to your hand. Your deck is then shuffled.	Move all of your SIGNI to the Up position.
Metallica, Natural Stone	Served Selector	WX01-064	SIGNI	C	Nature Spirit: Ore	R	4				15000					
Emeralda, Natural Stone	Served Selector	WX01-065	SIGNI	C	Nature Spirit: Gem	R	4				12000					{Constant} During your turn, this SIGNI's power is 18000.
Rubyl, Natural Stone	Served Selector	WX01-066	SIGNI	C	Nature Spirit: Gem	R	3				8000					{Constant} During your turn, this SIGNI's power is 12000.
Rin, Natural Stone	Served Selector	WX01-067	SIGNI	C	Nature Spirit: Ore	R	2				10000	Hanayo Only			Draw a card.	{On-Play} Discard a card.
Kohaku, Natural Stone	Served Selector	WX01-068	SIGNI	C	Nature Spirit: Ore	R	2				5000					{Constant} During your turn, this SIGNI's power is 8000.
Ranchan, Explosive Gun	Served Selector	WX01-069	SIGNI	C	War Spirit: Weapon	R	2				3000					{Action} (Discard a card, Down) Banish one of your opponent's SIGNI with a power of 5000 or less.
Mercury, Natural Stone	Served Selector	WX01-070	SIGNI	C	Nature Spirit: Ore	R	1				7000	Hanayo Only			Draw a card.	{On-Play} Discard a card.
Sapphire, Natural Stone	Served Selector	WX01-071	SIGNI	C	Nature Spirit: Gem	R	1				2000					{Constant} During your turn, this SIGNI's power is 5000.
Dragunov, Small Gun	Served Selector	WX01-072	SIGNI	C	War Spirit: Weapon	R	1				1000					{Action} (Discard a card, Down) Banish one of your opponent's SIGNI with a power of 2000 or less.
Flame Ball, Falling Star	Served Selector	WX01-073	Spell	C		R			3R						Banish one of your opponent's SIGNI with a power of 10000 or less.	Banish one of your opponent's SIGNI with a power of 15000 or less.
Prismatic Fire Pillar	Served Selector	WX01-074	Spell	C		R			1R1W							Banish one of your opponent's SIGNI with a power of 10000 or less.
Code Art A-S-M	Served Selector	WX01-075	SIGNI	C	Machine Spirit: Electric Machine	U	4				15000					
Code Art I-D-O-L	Served Selector	WX01-076	SIGNI	C	Machine Spirit: Electric Machine	U	4				12000					{Constant} As long as your hand is three or more cards larger than your opponent's, this SIGNI's power is 18000.
Code Art A-D-B	Served Selector	WX01-077	SIGNI	C	Machine Spirit: Electric Machine	U	3				8000					{Constant} As long as your hand is two or more cards larger than your opponent's, this SIGNI's power is 12000.
Code Art S-T-G	Served Selector	WX01-078	SIGNI	C	Machine Spirit: Electric Machine	U	2				5000					{Constant} As long as your hand is two or more cards larger than your opponent's, this SIGNI's power is 8000.
Code Art W-T-C	Served Selector	WX01-079	SIGNI	C	Machine Spirit: Electric Machine	U	2				5000	Piruluk Only			Draw a card.	{On-Play} Freeze one of your opponent's SIGNI of level 2 or lower. (That SIGNI cannot Up during the next Up Phase.)
Shakotan, Water Phantom	Served Selector	WX01-080	SIGNI	C	Living Spirit: Water Beast	U	2				3000					{Action} (Discard a card, Down) Draw two cards, then discard one card from your hand.
Code Art T-V	Served Selector	WX01-081	SIGNI	C	Machine Spirit: Electric Machine	U	1				2000	Piruluk Only			Draw a card.	{On-Play} Freeze one of your opponent's SIGNI of level 1 or under. (That SIGNI cannot Up during the next Up Phase.)
Code Art F-A-N	Served Selector	WX01-082	SIGNI	C	Machine Spirit: Electric Machine	U	1				2000					{Constant} As long as your hand is larger than your opponent's, this SIGNI's power is 5000.
Kumanomin, Water Phantom	Served Selector	WX01-083	SIGNI	C	Living Spirit: Water Beast	U	1				1000					{Action} (Discard a card, Down) Draw a card.
THREE OUT	Served Selector	WX01-084	Spell	C		U			1U							Draw 3 cards. Then, discard 1 card from your hand.
FREEZE	Served Selector	WX01-085	Spell	C		U			1U						Move up to two of your opponent's SIGNI Down and freeze them. (Those SIGNI cannot Up during the next Up Phase.)	Move all of your opponent's SIGNI Down and freeze them. (Those SIGNI cannot Up during the next Up Phase.)
Eagle, Phantom Beast	Served Selector	WX01-086	SIGNI	C	Living Spirit: Sky Beast	G	4				15000					
Cait Sith, Phantom Beast	Served Selector	WX01-087	SIGNI	C	Living Spirit: Earth Beast	G	4				12000					{Constant} As long as your Ener Zone is five or more cards larger than your opponent's, this SIGNI's power is 18000.
Owl, Phantom Beast	Served Selector	WX01-088	SIGNI	C	Living Spirit: Sky Beast	G	3				10000					
Kuro, Phantom Beast	Served Selector	WX01-089	SIGNI	C	Living Spirit: Earth Beast	G	3				8000					{Constant} As long as your Ener Zone is four or more cards larger than your opponent's, this SIGNI's power is 12000.
Sparrow, Phantom Beast	Served Selector	WX01-090	SIGNI	C	Living Spirit: Sky Beast	G	2				7000					
Koalan, Phantom Beast	Served Selector	WX01-091	SIGNI	C	Living Spirit: Earth Beast	G	2				5000	Midoriko Only			Draw a card.	{On-Play} Until the end of this turn, one of your SIGNI gets +3000 power.
Shiro, Phantom Beast	Served Selector	WX01-092	SIGNI	C	Living Spirit: Earth Beast	G	2				5000					{Constant} As long as your Ener Zone is three or more cards larger than your opponent's, this SIGNI's power becomes 8000.
Dandelion, Natural Plant	Served Selector	WX01-093	SIGNI	C	Nature Spirit: Plant	G	2				3000					{Action} (Discard a card, Down) Move the top card of your deck to your Ener Zone.
Swallow, Phantom Beast	Served Selector	WX01-094	SIGNI	C	Living Spirit: Sky Beast	G	1				3000					
Pandan, Phantom Beast	Served Selector	WX01-095	SIGNI	C	Living Spirit: Earth Beast	G	1				2000	Midoriko Only			Draw a card.	{On-Play} Until the end of your turn, one of your SIGNI gets +2000 power.
Mi-Ke, Phantom Beast	Served Selector	WX01-096	SIGNI	C	Living Spirit: Earth Beast	G	1				2000					{Constant} As long as your Ener Zone is two or more cards larger than your opponent's, this SIGNI's power is 5000.
Salvia, Natural Plant	Served Selector	WX01-097	SIGNI	C	Nature Spirit: Plant	G	1				1000					{Action} (Discard a card, Down) Move the top card of your deck to your Ener Zone.
Germinate	Served Selector	WX01-098	Spell	C		G			1G							Move the top two cards of your deck to your Ener Zone.
Reverse Summon	Served Selector	WX01-099	Spell	C		G			1G						Move one card from your Ener Zone to your hand.	Move one SIGNI from your Ener Zone to the field.
Servant T	Served Selector	WX01-100	SIGNI	C	Origin Spirit	C	3				8000		Yes		Ener Charge 1	[Guard]: Discard this card to negate a LRIG's attack once. || {Constant} [Multi-Ener]: When paying a cost, this card may count as any color.
Servant D	Served Selector	WX01-101	SIGNI	C	Origin Spirit	C	2				5000		Yes		Ener Charge 1	[Guard]: Discard this card to negate a LRIG's attack once. || {Constant} [Multi-Ener]: When paying a cost, this card may count as any color.
Servant O	Served Selector	WX01-102	SIGNI	C	Origin Spirit	C	1				2000		Yes		Ener Charge 1	[Guard]: Discard this card to negate a LRIG's attack once. || {Constant} [Multi-Ener]: When paying a cost, this card may count as any color.
Jetting Knowledge	Served Selector	WX01-103	Spell	C		C			0C						Ener Charge 1	Draw a card.
Tamayorihime, Sweet Olive Miko	Stirred Selector	WX02-001,white	LRIG	LR	Tama	W	4	1W1R1G		12				<s><l>Search deck</l><f>/vp1pt40</f></s>		{On-Play} (W) Search your deck for one SIGNI, reveal it, and add it to your hand. Your deck is then shuffled. || {Action} (WR) Banish one of your opponent's SIGNI with a power of 7000 or less. || {Action} (WGC) Banish one of your opponent's SIGNI with a power of 10000 or more.
Yuzuki-Four, Fire of Nature	Stirred Selector	WX02-002,white	LRIG	LR	Hanayo/Yuzuki	R	4	2R2G		10						"{On-Play} Crush one of your Life Cloth. || {Constant} All of your cards have the Life Burst ""Ener Charge 1."" || {Action} (Down) Crush one of your opponent's Life Cloth."
Eldora Mark IV	Stirred Selector	WX02-003,white	LRIG	LR	Eldora	U	4	3U		11						{Constant} Whenever one of your Life Cloth is crushed, you may draw a card.
Ulith, Infinite Enma	Stirred Selector	WX02-004,white	LRIG	LR	Ulith	B	4	3B		11						{Action} (B, Discard one black SIGNI from your hand) Until the end of the turn, one of your opponent's SIGNI gets -10000 power. (SIGNI with a power of 0 or less are banished.)
White Hope	Stirred Selector	WX02-005,white	ARTS	LR		W			2W1R			Tama Only		<s><l>Search deck</l><f>/vp1pt40</f></s>		[Timing: Main Phase; Attack Phase] Search your deck for up to a total of two <Arm> or <Weapon> SIGNI and play them to the field. Your deck is then shuffled. At the end of the turn, those SIGNI are sent to the trash.
Black Desire	Stirred Selector	WX02-006,white	ARTS	LR		B			2B1C			Ulith Only				[Timing: Main Phase; Attack Phase] If your trash has 25 or more cards in it, all SIGNI are banished.
Yuzuki-Three, Roaring Flame Sin	Stirred Selector	WX02-007,white	LRIG	LC	Hanayo/Yuzuki	R	3	1R1G		7						{Action} (R) Banish one of your opponent's SIGNI with a power of 5000 or less. || {Action} (G) Until the end of the turn, all of your SIGNI get +5000 power.
Yuzuki-Two, Regretful Flame	Stirred Selector	WX02-008,white	LRIG	LC	Hanayo/Yuzuki	R	2	1R		5						
Yuzuki-One, the Flame	Stirred Selector	WX02-009,white	LRIG	LC	Hanayo/Yuzuki	R	1	0R		2						
Eldora Mark III	Stirred Selector	WX02-010,white	LRIG	LC	Eldora	U	3	2U		8						
Eldora Mark II	Stirred Selector	WX02-011,white	LRIG	LC	Eldora	U	2	1U		5						
Eldora Mark I	Stirred Selector	WX02-012,white	LRIG	LC	Eldora	U	1	0U		2						
Ulith, Enma of Screaming Hell	Stirred Selector	WX02-013,white	LRIG	LC	Ulith	B	3	2B		7						{On-Play} (Discard a card) Until the end of the turn, one of your opponent's SIGNI gets -7000 power. (SIGNI with a power of 0 or less are banished.)
Ulith, Enma of Black Rope Hell	Stirred Selector	WX02-014,white	LRIG	LC	Ulith	B	2	1B		4						{Constant} All of your black SIGNI get +1000 power.
Ulith, Enma of Reviving Hell	Stirred Selector	WX02-015,white	LRIG	LC	Ulith	B	1	0B		1						{On-Play} Move the top three cards of your deck to your trash.
Gothic Boundary	Stirred Selector	WX02-016,white	ARTS	LC		W			1W2C							[Timing: Main Phase] Return one of your opponent's SIGNI to their hand.
Burning Spirit	Stirred Selector	WX02-017,white	ARTS	LC		R			1R1G			Yuzuki Only				[Timing: Main Phase] Crush one of your Life Cloth. If that card has a Life Burst symbol, banish all of your opponent's SIGNI with a power of 10000 or less.
Fiery Spring Landscape	Stirred Selector	WX02-018,white	ARTS	LC		R			1R					<s><l>Reveal top card</l><f>/vp1pt1</f></s>		[Timing: Main Phase] Reveal the top card of your deck. If that is an <Ore> or <Gem> SIGNI, draw two cards.
Cross Life Cloth	Stirred Selector	WX02-019,white	ARTS	LC		U			1U			Eldora Only		<s><l>Look at top of LC</l><f>/vp5pt1</f></s>		[Timing: Main Phase] Add one of your Life Cloth to your hand. If you do, add one card from your hand to your Life Cloth. (Cards moved in this manner are added or removed in order, beginning with the top card.)
Bloody Slash	Stirred Selector	WX02-020,white	ARTS	LC		B			2B							[Timing: Main Phase; Attack Phase; Spell Cut-In] Send one of your SIGNI to the trash. If you do, banish one of your opponent's SIGNI.
Arcgain, Archangel of Pioneering	Stirred Selector	WX02-021	SIGNI	SR	Image Spirit: Angel	W	4				12000	Tama Only		<s><l>Search deck</l><f>/vp1pt40</f></s>	Search your deck for one <Angel> SIGNI, reveal it, and add it to your hand. Then, move your opponent's LRIG or one of their SIGNI Down.	{On-Play} (WW) Search your deck for one <Angel> SIGNI and play it to the field. Your deck is then shuffled. || {Constant} All <Angel> SIGNI on your side of the field are not affected by opponent's effects other than LRIG effects.
Gunsnipe, Ballista	Stirred Selector	WX02-022	SIGNI	SR	War Spirit: Weapon	R	4				12000	Hanayo Only			Banish any number of your opponent's SIGNI whose powers add up to 8000 or less.	{On-Play} (R) Until the end of the turn, one of your SIGNI gains [Double Crush]. || {Constant} As long as there are three or fewer cards in your Life Cloth, all your <Weapon> SIGNI get +2000 power.
Spiral Carmilla, Water Phantom Princess	Stirred Selector	WX02-023	SIGNI	SR	Living Spirit: Water Beast	U	4				12000				Choose one of the following: {1} Draw a card. {2} Choose one card from your opponent's hand at random and discard it.	{On-Play} (U) Draw a card. || {Constant} As long as your hand is two or more cards larger than your opponent's, all of your <Water Beast> SIGNI get +2000 power.
Gauche Agnes, Natural Plant Princess	Stirred Selector	WX02-024	SIGNI	SR	Nature Spirit: Plant	G	4				12000	Midoriko Only			Choose one of the following: {1} Banish one of your opponent's SIGNI with a power of 10000 or more. {2} Move the top card of your deck to your Ener Zone.	{On-Play} (G) Banish one of your opponent's SIGNI with a power of 15000 or more. || {Action} (Down one of your Up <Plant> SIGNI) Move the top card of your deck to your Ener Zone.
Anna Mirage, Devil Princess	Stirred Selector	WX02-025	SIGNI	SR	Image Spirit: Devil	B	4				12000	Ulith Only		<s><l>Reveal top 5</l><f>/vp1at5</f></s>	Reveal the top 5 cards of your deck. Add one <Devil> SIGNI from among them to your hand, and send the rest to the trash.	{On-Play} Send one of your SIGNI to the trash. || {Constant} Whenever one of your <Devil> SIGNI is banished, your opponent banishes one of their SIGNI.
Wish Crisis	Stirred Selector	WX02-026	Spell	SR		W			1W					<s><l>Search deck</l><f>/vp1pt40</f></s>	Search your deck for one <Angel> SIGNI, reveal it, and add play it to the field. That SIGNI's Start-Up effect does not activate. Your deck is then shuffled.	Send one of your <Angel> SIGNI to the trash. If you do, search your deck for up to two <Angel> SIGNI and play them to the field. Your deck is then shuffled.
Price of Scorched Earth	Stirred Selector	WX02-027	Spell	SR		R			2R						Banish one of your opponent's SIGNI. Then, discard a card from your hand.	Send any number of your <Arm> and <Weapon> SIGNI to the trash. For each SIGNI sent to the trash in this manner, banish one of your opponent's SIGNI.
Enigma Aura	Stirred Selector	WX02-028	Spell	SR		B			2B			Ulith Only		<s><l>Search trash</l><f>/vp2at40</f></s>	Play one black SIGNI from your trash to the field. That SIGNI's Start-Up effect does not activate.	"Until the end of the turn, your LRIG gains ""When this LRIG attacks, send any number of your SIGNI to the trash. Then, for each SIGNI sent to the trash in this manner, add one card from the top of your deck to your Life Cloth."""
Mitsurugi, Treasured Instrument	Stirred Selector	WX02-029	SIGNI	R	War Spirit: Arm	W	3				7000	Tama Only		<s><l>Search deck</l><f>/vp1pt40</f></s>	Ener Charge 1	{On-Play} (Discard one <Arm> or <Weapon> SIGNI from your hand) Search your deck for one SIGNI, reveal it, and add it to your hand. Your deck is then shuffled.
Mikagami, Treasured Instrument	Stirred Selector	WX02-030	SIGNI	R	War Spirit: Arm	W	1				1000			<s><l>Reveal top card</l><f>/vp1at1</f></s>	Draw a card.	{Action} (Down) Reveal the top card of your deck. If it is an <Arm> SIGNI, add it to your hand.
Get Bound	Stirred Selector	WX02-031	Spell	R		W			2W			Tama Only			Return one of your opponent's level 2 or lower SIGNI to their hand.	Return one of your opponent's SIGNI to their hand.
Opalal, Natural Stone	Stirred Selector	WX02-032	SIGNI	R	Nature Spirit: Gem	R	3				7000	Hanayo Only			Ener Charge 1	{On-Play} (Discard one <Ore> or <Gem> SIGNI from your hand) Banish one of your opponent's SIGNI with a power of 7000 or less. 
